ko	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24
K07090	392.0	430.0	153.0	158.0	503.0	225.0	573.0	257.0	220.0	379.0	163.0	149.0	139.0	122.0	220.0	82.0	251.0	270.0	120.0	156.0	125.0	150.0	218.0	332.0	161.0
K07100	22.0	4.0	105.0	46.0	5.0	74.0	3.0	2.0	2.0	23.0	9.0	99.0	23.0	112.0	45.0	2.0	7.0	5.0	13.0	77.0	136.0	95.0	62.0	10.0	12.0
K07106	5.0	1.0	1.0		3.0			2.0	5.0	2.0	7.0	3.0	6.0	1.0	1.0	3.0	2.0	5.0	6.0			1.0	3.0	2.0	6.0
K07107	35.0	23.0	41.0	88.0	44.0	27.0	12.0	83.0	107.0	46.0	92.0	30.0	99.0	28.0	53.0	56.0	95.0	80.0	89.0	48.0	24.0	31.0	68.0	68.0	111.0
K07112	686.0	904.0		26.0	893.0	190.0	1127.0	23.0	141.0	685.0	81.0	96.0	2.0	13.0	107.0	46.0	16.0	270.0	42.0	19.0	4.0	5.0	152.0	370.0	130.0
K07113	123.0	126.0	20.0	83.0	143.0	55.0	173.0	87.0	113.0	118.0	82.0	40.0	64.0	19.0	58.0	39.0	78.0	98.0	65.0	36.0	1.0	10.0	75.0	110.0	76.0
K07115	139.0	183.0	25.0	63.0	190.0	67.0	216.0	107.0	107.0	139.0	70.0	33.0	55.0	8.0	85.0	44.0	133.0	117.0	65.0	29.0	2.0	17.0	61.0	145.0	87.0
K07122	10.0	13.0	3.0	16.0	7.0	5.0	4.0	24.0	22.0	6.0	13.0	1.0	20.0	2.0	11.0	3.0	26.0	15.0	22.0	6.0	1.0	4.0	9.0	14.0	13.0
K07126	57.0	66.0	66.0	142.0	80.0	64.0	76.0	363.0	125.0	62.0	13.0	51.0	38.0	1.0	155.0	2.0	244.0	143.0	26.0	50.0	7.0	32.0	93.0	219.0	10.0
K07136	26.0	14.0	11.0	29.0	20.0	7.0		2.0	56.0	25.0	56.0	8.0	61.0	9.0	4.0	21.0	19.0	43.0	52.0	12.0		5.0	14.0	8.0	71.0
K07137	5.0	2.0	29.0	59.0	8.0	24.0		187.0	53.0	2.0	4.0	22.0	27.0		70.0		124.0	49.0	10.0	30.0	7.0	10.0	31.0	74.0	
K07146	11.0	11.0	9.0	30.0	10.0	8.0		41.0	37.0	19.0	44.0	18.0	35.0	8.0	18.0	30.0	44.0	29.0	33.0	23.0	4.0	6.0	19.0	30.0	53.0
K07147	5.0	8.0	11.0	21.0	3.0	14.0		15.0	17.0	10.0	21.0	9.0	35.0	10.0	10.0	11.0	24.0	21.0	17.0	8.0	9.0	10.0	13.0	14.0	17.0
K07148	1.0			2.0	1.0	1.0			1.0		2.0			3.0			1.0	2.0		1.0					5.0
K07152	343.0	456.0	41.0	119.0	421.0	101.0	519.0	150.0	157.0	333.0	139.0	74.0	112.0	26.0	125.0	72.0	158.0	224.0	102.0	50.0	4.0	21.0	124.0	275.0	139.0
K07153	20.0	30.0	6.0	19.0	27.0	10.0	32.0	25.0	22.0	32.0	15.0	2.0	16.0	3.0	8.0	9.0	26.0	27.0	23.0	8.0		3.0	16.0	26.0	24.0
K07154	17.0	3.0	59.0	110.0	20.0	34.0	1.0	356.0	124.0	14.0	11.0	45.0	37.0	1.0	157.0	1.0	275.0	88.0	10.0	48.0	14.0	27.0	70.0	166.0	5.0
K07160	5.0	4.0	8.0	19.0	6.0	4.0		34.0	20.0	5.0	11.0	3.0	18.0		12.0	10.0	23.0	16.0	13.0	4.0		4.0	8.0	17.0	19.0
K07165	189.0	137.0	226.0	521.0	189.0	161.0		822.0	676.0	227.0	537.0	154.0	640.0	104.0	360.0	288.0	798.0	587.0	454.0	242.0	18.0	90.0	339.0	468.0	570.0
K07167	12.0	6.0	20.0	43.0	8.0	12.0	1.0	51.0	38.0	23.0	42.0	19.0	42.0	4.0	32.0	24.0	46.0	40.0	29.0	19.0		6.0	23.0	30.0	32.0
K07168	76.0	80.0		2.0	92.0	24.0	135.0	1.0	19.0	56.0	7.0	9.0		4.0	9.0	1.0	1.0	28.0	5.0	1.0		1.0	14.0	38.0	8.0
K07171	123.0	14.0	449.0	180.0	14.0	351.0	7.0	7.0	7.0	86.0	22.0	493.0	102.0	564.0	306.0	4.0	12.0	25.0	31.0	374.0	600.0	582.0	294.0	33.0	39.0
K07173	29.0	39.0		4.0	45.0	4.0	55.0	1.0	8.0	34.0	2.0	4.0			5.0	3.0	1.0	19.0	1.0	1.0			6.0	19.0	6.0
K07184	13.0	13.0	8.0	28.0	20.0	6.0	5.0	16.0	39.0	16.0	30.0	4.0	47.0	6.0	9.0	18.0	22.0	27.0	28.0	4.0		5.0	18.0	12.0	34.0
K07192	13.0	3.0	50.0	16.0	3.0	41.0	1.0	1.0		7.0	3.0	55.0	11.0	58.0	53.0	2.0	2.0	3.0	5.0	58.0	65.0	72.0	29.0	3.0	7.0
K07216	3.0	2.0	30.0	58.0	13.0	14.0	1.0	142.0	49.0	12.0		13.0	18.0	1.0	84.0		122.0	51.0	8.0	33.0	4.0	11.0	41.0	93.0	
K07221	1.0	2.0	2.0	8.0	1.0	3.0		35.0	7.0			6.0	5.0		15.0		13.0	12.0	1.0	6.0		5.0	4.0	10.0	
K07226	79.0	120.0	1.0	6.0	106.0	27.0	147.0	1.0	16.0	86.0	10.0	12.0	1.0	1.0	8.0	5.0	1.0	33.0	4.0				24.0	50.0	19.0
K07233	830.0	1066.0	2.0	31.0	1019.0	244.0	1335.0	29.0	204.0	798.0	114.0	98.0	9.0	4.0	152.0	44.0	12.0	286.0	43.0	34.0	1.0	5.0	188.0	476.0	187.0
K07234	367.0	427.0	183.0	374.0	454.0	213.0	535.0	1005.0	394.0	385.0	55.0	173.0	147.0	11.0	492.0	26.0	799.0	452.0	91.0	165.0	31.0	85.0	275.0	701.0	59.0
K07236	7.0	4.0	13.0	31.0	9.0	15.0	1.0	62.0	34.0	8.0	25.0	12.0	13.0	4.0	17.0	8.0	54.0	33.0	9.0	9.0	3.0	6.0	21.0	31.0	12.0
K07237	3.0	2.0	22.0	37.0	9.0	18.0		103.0	44.0	3.0	1.0	16.0	16.0	3.0	44.0		82.0	32.0	2.0	16.0	2.0	4.0	26.0	56.0	1.0
K07240	399.0	425.0	354.0	141.0	459.0	372.0	564.0	20.0	85.0	397.0	55.0	377.0	88.0	459.0	312.0	29.0	23.0	135.0	47.0	297.0	468.0	378.0	296.0	224.0	110.0
K07242	7.0	1.0	20.0	7.0	1.0	20.0		1.0	1.0	8.0	2.0	26.0	5.0	21.0	22.0			1.0	2.0	27.0	42.0	28.0	15.0	4.0	6.0
K07243	413.0	486.0	1.0	22.0	466.0	103.0	681.0	18.0	96.0	381.0	48.0	50.0	2.0	3.0	66.0	33.0	10.0	150.0	19.0	11.0	1.0	2.0	116.0	241.0	83.0
K07259	2.0	1.0	16.0	6.0		9.0	3.0	1.0		3.0	1.0	15.0	2.0	23.0	9.0		1.0	1.0	4.0	17.0	22.0	11.0	7.0	1.0	
K07260	16.0	18.0	57.0	27.0	6.0	58.0	1.0	19.0	6.0	12.0	35.0	57.0	36.0	83.0	40.0	136.0	5.0	20.0	79.0	66.0	75.0	74.0	38.0	19.0	47.0
K07274	1.0	2.0	5.0	17.0	7.0	9.0		33.0	15.0	5.0	12.0	8.0	14.0	4.0	15.0	9.0	27.0	15.0	15.0	7.0	2.0	3.0	12.0	22.0	10.0
K07275	48.0	24.0	29.0	107.0	50.0	40.0		71.0	137.0	49.0	152.0	22.0	138.0	33.0	32.0	93.0	105.0	98.0	135.0	49.0	1.0	13.0	54.0	43.0	166.0
K07283	2.0	6.0	4.0	18.0	8.0	2.0			18.0	8.0	33.0	3.0	23.0	9.0	3.0	9.0	8.0	16.0	25.0	5.0		2.0	2.0	2.0	21.0
K07285	100.0	89.0	55.0	205.0	108.0	61.0	1.0	8.0	257.0	121.0	311.0	35.0	302.0	75.0	13.0	203.0	143.0	213.0	285.0	88.0		30.0	118.0	41.0	388.0
K07287	76.0	89.0	33.0	120.0	96.0	46.0	69.0	72.0	152.0	101.0	183.0	26.0	143.0	31.0	48.0	99.0	107.0	143.0	141.0	51.0	3.0	18.0	77.0	75.0	174.0
K07300	17.0	4.0	62.0	29.0	4.0	67.0	2.0	1.0	3.0	7.0	1.0	80.0	14.0	85.0	34.0		3.0	1.0	1.0	50.0	95.0	85.0	45.0	11.0	2.0
K07304	894.0	963.0	650.0	975.0	1023.0	837.0	1023.0	1295.0	1075.0	920.0	1299.0	613.0	1058.0	493.0	895.0	1871.0	1171.0	1142.0	1422.0	832.0	615.0	573.0	851.0	1232.0	1117.0
K07323	248.0	296.0	63.0	170.0	273.0	103.0	310.0	243.0	215.0	260.0	153.0	72.0	138.0	26.0	132.0	78.0	233.0	224.0	133.0	75.0	8.0	24.0	112.0	246.0	170.0
K07336	19.0	11.0	15.0	59.0	21.0	35.0		42.0	76.0	24.0	75.0	9.0	79.0	9.0	23.0	84.0	50.0	54.0	77.0	35.0	13.0	10.0	33.0	27.0	78.0
K07337	9.0	4.0	38.0	58.0	9.0	29.0	1.0	191.0	52.0	11.0	4.0	36.0	23.0	2.0	72.0		154.0	64.0	15.0	29.0	3.0	17.0	43.0	102.0	
K07390	89.0	100.0	88.0	116.0	85.0	109.0	95.0	143.0	115.0	90.0	176.0	100.0	136.0	95.0	115.0	268.0	119.0	111.0	204.0	125.0	94.0	103.0	91.0	113.0	157.0
K07393	179.0	98.0	398.0	412.0	126.0	312.0	6.0	329.0	400.0	179.0	415.0	320.0	434.0	437.0	346.0	264.0	396.0	319.0	369.0	369.0	337.0	369.0	353.0	221.0	392.0
K07396	13.0	11.0	8.0	30.0	13.0	17.0		48.0	50.0	14.0	23.0	9.0	46.0	2.0	12.0	24.0	52.0	48.0	35.0	20.0	2.0	4.0	19.0	42.0	27.0
K07397	119.0	153.0	13.0	40.0	167.0	43.0	165.0	61.0	76.0	124.0	54.0	22.0	38.0	4.0	43.0	31.0	43.0	67.0	41.0	21.0	1.0	4.0	40.0	91.0	65.0
K07400	55.0	39.0	53.0	150.0	54.0	58.0	1.0	191.0	215.0	75.0	190.0	51.0	192.0	41.0	83.0	113.0	223.0	166.0	166.0	75.0	3.0	28.0	100.0	96.0	198.0
K07402	10.0	7.0	10.0	16.0	14.0	10.0		17.0	33.0	13.0	34.0	9.0	48.0	10.0	9.0	20.0	39.0	34.0	31.0	12.0		4.0	11.0	14.0	41.0
K07403	2.0	1.0			3.0		3.0			1.0		1.0			2.0									2.0	
K07407	10.0	5.0	4.0	11.0	13.0	3.0			29.0	12.0	26.0	5.0	29.0	6.0	2.0	18.0	12.0	25.0	24.0	9.0		3.0	9.0	5.0	29.0
K07447	654.0	702.0	437.0	478.0	711.0	480.0	740.0	422.0	495.0	678.0	533.0	463.0	515.0	407.0	433.0	431.0	492.0	537.0	462.0	426.0	356.0	416.0	471.0	544.0	528.0
K07450	13.0	2.0	45.0	12.0		42.0	2.0	1.0	1.0	15.0	1.0	57.0	12.0	70.0	28.0	2.0	2.0	4.0	8.0	35.0	71.0	61.0	32.0	2.0	8.0
K07451	39.0	12.0	111.0	64.0	21.0	80.0	1.0	5.0	37.0	26.0	52.0	102.0	64.0	121.0	76.0	26.0	27.0	18.0	35.0	110.0	157.0	135.0	63.0	12.0	49.0
K07452	70.0	37.0	123.0	138.0	39.0	96.0	2.0	7.0	114.0	73.0	171.0	136.0	186.0	139.0	67.0	101.0	50.0	84.0	147.0	115.0	126.0	142.0	104.0	28.0	189.0
K07460	758.0	858.0	337.0	328.0	924.0	388.0	1012.0	387.0	480.0	765.0	355.0	399.0	310.0	339.0	415.0	159.0	382.0	495.0	271.0	273.0	266.0	303.0	411.0	607.0	367.0
K07461	192.0	223.0	25.0	64.0	289.0	65.0	321.0	133.0	109.0	222.0	46.0	59.0	38.0	5.0	94.0	31.0	119.0	118.0	37.0	32.0	3.0	16.0	96.0	173.0	60.0
K07462	378.0	280.0	693.0	686.0	300.0	680.0	147.0	600.0	596.0	399.0	816.0	686.0	728.0	805.0	661.0	935.0	615.0	522.0	819.0	753.0	745.0	751.0	664.0	485.0	644.0
K07480	191.0	24.0	772.0	279.0	38.0	544.0	18.0	13.0	15.0	168.0	39.0	730.0	170.0	877.0	516.0	15.0	46.0	44.0	75.0	546.0	954.0	867.0	456.0	59.0	71.0
K07483	141.0	162.0	12.0	19.0	168.0	40.0	206.0	50.0	42.0	141.0	12.0	22.0	3.0	1.0	54.0	9.0	43.0	66.0	15.0	7.0	1.0	5.0	35.0	108.0	28.0
K07484	3.0		6.0	28.0	2.0	13.0		65.0	29.0	5.0	2.0	12.0	11.0	2.0	35.0		58.0	30.0	11.0	10.0	3.0	5.0	18.0	47.0	1.0
K07486	32.0	13.0	147.0	284.0	37.0	107.0	2.0	802.0	303.0	35.0	17.0	115.0	100.0	5.0	355.0		675.0	243.0	59.0	127.0	14.0	48.0	175.0	417.0	7.0
K07491	813.0	454.0	1632.0	1828.0	546.0	1271.0	15.0	1596.0	1816.0	887.0	1811.0	1407.0	1960.0	1587.0	1405.0	964.0	1885.0	1571.0	1730.0	1399.0	1414.0	1569.0	1527.0	1091.0	1842.0
K07492	45.0	8.0	179.0	59.0	7.0	129.0	3.0		3.0	39.0	8.0	204.0	44.0	183.0	120.0	2.0	14.0	7.0	14.0	145.0	218.0	217.0	126.0	17.0	28.0
K07493	370.0	462.0		14.0	442.0	82.0	585.0	5.0	80.0	329.0	43.0	66.0	2.0	1.0	63.0	14.0	3.0	138.0	19.0	8.0	1.0	2.0	93.0	207.0	77.0
K07494	80.0	13.0	362.0	141.0	17.0	274.0	8.0	4.0	4.0	66.0	17.0	379.0	92.0	423.0	231.0	4.0	20.0	20.0	43.0	270.0	436.0	420.0	208.0	30.0	32.0
K07495	184.0	137.0	94.0	369.0	184.0	82.0	2.0	11.0	509.0	226.0	604.0	47.0	556.0	138.0	37.0	380.0	226.0	436.0	538.0	157.0		49.0	189.0	70.0	664.0
K07496	1062.0	136.0	4531.0	1723.0	234.0	3402.0	70.0	77.0	66.0	820.0	259.0	4470.0	1082.0	5325.0	2841.0	76.0	255.0	215.0	437.0	3513.0	5600.0	5295.0	2729.0	325.0	420.0
K07497	4715.0	5583.0	1412.0	3128.0	5782.0	2121.0	6442.0	5603.0	4409.0	4765.0	2648.0	1656.0	2789.0	502.0	3163.0	1493.0	5189.0	4607.0	2347.0	1464.0	159.0	593.0	2736.0	5320.0	3065.0
K07560	534.0	549.0	421.0	480.0	607.0	472.0	579.0	373.0	524.0	608.0	494.0	441.0	465.0	475.0	447.0	245.0	461.0	535.0	405.0	405.0	360.0	420.0	449.0	468.0	568.0
K07566	1.0		1.0		1.0					1.0		1.0		1.0				1.0					1.0		
K07574	523.0	719.0	122.0	358.0	689.0	204.0	759.0	355.0	501.0	615.0	405.0	165.0	367.0	68.0	280.0	208.0	453.0	480.0	308.0	133.0	20.0	52.0	276.0	473.0	419.0
K07589	1.0				1.0				1.0		3.0		2.0		1.0	2.0	1.0								3.0
K07722	86.0	107.0	2.0	3.0	87.0	24.0	143.0	4.0	20.0	84.0	12.0	10.0		3.0	21.0	8.0		25.0		2.0		1.0	18.0	46.0	12.0
K07724	96.0	71.0	42.0	177.0	88.0	51.0	3.0	10.0	272.0	126.0	340.0	35.0	297.0	67.0	20.0	213.0	136.0	191.0	280.0	69.0	1.0	26.0	89.0	56.0	364.0
K07726	3.0		14.0	5.0		11.0			1.0	3.0	2.0	16.0	4.0	23.0	7.0			1.0	1.0	11.0	24.0	22.0	13.0		
K07727	398.0	488.0	50.0	94.0	544.0	136.0	646.0	228.0	172.0	437.0	62.0	101.0	35.0	3.0	171.0	23.0	166.0	237.0	30.0	51.0	5.0	18.0	148.0	339.0	116.0
K07729	7.0	1.0	27.0	41.0	14.0	16.0		123.0	46.0	6.0	4.0	15.0	19.0	1.0	45.0		118.0	33.0	8.0	17.0		14.0	24.0	68.0	
K07733	135.0	184.0	72.0	131.0	199.0	74.0	231.0	333.0	156.0	145.0	43.0	75.0	67.0	4.0	176.0	18.0	240.0	157.0	52.0	56.0	5.0	15.0	111.0	243.0	49.0
K07735	308.0	351.0	126.0	304.0	381.0	134.0	374.0	327.0	395.0	324.0	339.0	114.0	347.0	61.0	208.0	188.0	375.0	382.0	269.0	144.0	13.0	55.0	213.0	350.0	344.0
K07738	1228.0	1504.0	531.0	692.0	1425.0	783.0	1594.0	875.0	1028.0	1238.0	1124.0	562.0	842.0	443.0	705.0	1322.0	797.0	1078.0	1074.0	708.0	476.0	449.0	721.0	1202.0	1059.0
K07740	7.0	4.0	3.0	17.0	9.0	6.0			18.0	6.0	23.0	2.0	8.0	1.0		12.0	3.0	15.0	19.0	4.0		3.0	8.0	4.0	18.0
K07742	41.0	28.0	134.0	85.0	13.0	112.0	1.0	48.0	21.0	30.0	126.0	118.0	85.0	145.0	92.0	244.0	15.0	43.0	173.0	147.0	202.0	137.0	93.0	38.0	68.0
K07746	105.0	67.0	81.0	178.0	92.0	67.0	1.0	14.0	271.0	109.0	310.0	49.0	297.0	65.0	29.0	188.0	145.0	200.0	262.0	86.0	31.0	56.0	108.0	45.0	309.0
K07978	2.0	5.0	10.0	8.0		16.0	1.0	4.0	2.0	2.0	24.0	11.0	11.0	13.0	7.0	51.0	2.0	10.0	26.0	29.0	20.0	10.0	9.0	2.0	18.0
K08084	3.0	1.0	1.0	13.0	3.0	8.0		22.0	6.0	2.0	2.0	5.0	5.0		8.0	2.0	19.0	5.0	7.0	5.0		2.0	5.0	13.0	3.0
K08086	119.0	69.0	93.0	291.0	113.0	102.0	2.0	333.0	331.0	123.0	335.0	67.0	323.0	53.0	142.0	185.0	353.0	295.0	292.0	127.0	6.0	58.0	165.0	209.0	315.0
K08234	1.0		1.0	5.0	1.0	2.0		3.0	4.0	3.0	6.0	3.0	5.0		3.0	4.0	4.0	7.0	6.0	3.0			1.0	5.0	5.0
K08296	12.0	9.0			16.0	3.0	23.0		2.0	12.0	2.0	1.0			2.0	1.0	1.0	3.0	1.0				4.0	4.0	4.0
K08305	183.0	206.0	55.0	137.0	220.0	77.0	207.0	136.0	202.0	184.0	139.0	33.0	157.0	29.0	82.0	72.0	172.0	178.0	124.0	57.0	5.0	13.0	102.0	178.0	170.0
K08307	24.0	33.0	16.0	35.0	31.0	14.0	27.0	50.0	52.0	36.0	45.0	14.0	45.0	6.0	31.0	25.0	46.0	47.0	29.0	25.0		4.0	19.0	36.0	41.0
K08309	9.0	13.0		1.0	9.0	1.0	8.0		4.0	5.0		2.0		2.0	3.0			3.0				1.0	1.0	4.0	4.0
K08310	13.0	6.0	7.0	18.0	10.0	3.0		1.0	22.0	15.0	40.0	5.0	26.0	11.0	2.0	19.0	10.0	14.0	23.0	9.0		2.0	8.0	6.0	53.0
K08311	450.0	516.0	93.0	249.0	529.0	188.0	601.0	297.0	385.0	464.0	307.0	123.0	252.0	36.0	187.0	164.0	334.0	372.0	231.0	115.0	7.0	32.0	244.0	396.0	331.0
K08316	72.0	97.0	7.0	38.0	82.0	29.0	112.0	46.0	49.0	76.0	52.0	20.0	31.0	4.0	26.0	35.0	44.0	45.0	29.0	13.0	2.0	4.0	35.0	53.0	47.0
K08481	83.0	56.0	307.0	150.0	13.0	286.0	6.0	82.0	33.0	69.0	232.0	316.0	208.0	338.0	210.0	577.0	24.0	69.0	326.0	361.0	443.0	382.0	233.0	97.0	153.0
K08591	185.0	243.0	85.0	124.0	239.0	137.0	263.0	119.0	149.0	187.0	177.0	103.0	165.0	98.0	121.0	221.0	119.0	174.0	171.0	128.0	100.0	88.0	143.0	184.0	174.0
K08696	3.0		13.0	7.0		14.0		1.0		4.0	2.0	16.0	10.0	23.0	21.0	1.0	1.0	1.0	1.0	14.0	26.0	22.0	13.0		1.0
K08738	2.0		5.0	9.0	1.0	2.0		25.0	11.0			2.0	3.0		18.0		22.0	7.0	1.0	2.0	1.0	4.0	5.0	11.0	1.0
K08902	5.0	4.0	27.0	10.0	2.0	25.0		11.0	5.0	5.0	22.0	23.0	20.0	22.0	25.0	65.0	1.0	12.0	27.0	27.0	33.0	38.0	17.0	2.0	19.0
K08903	2.0		11.0	1.0		13.0			1.0		2.0	4.0	4.0	5.0	6.0	14.0	1.0	1.0	8.0	10.0	12.0	14.0	4.0	2.0	
K08906	14.0	4.0	49.0	25.0	5.0	39.0	1.0	8.0	4.0	8.0	18.0	42.0	32.0	62.0	33.0	44.0	1.0	9.0	25.0	38.0	67.0	55.0	28.0	14.0	17.0
K08967	2.0		20.0	3.0	1.0	15.0				2.0	1.0	16.0	4.0	13.0	10.0		1.0			14.0	21.0	22.0	8.0	3.0	
K08968	21.0	6.0	15.0	42.0	31.0	15.0		67.0	61.0	26.0	57.0	13.0	53.0	18.0	27.0	29.0	90.0	56.0	60.0	21.0		11.0	31.0	52.0	60.0
K08972	14.0	4.0	85.0	44.0	6.0	69.0		1.0	3.0	15.0	8.0	92.0	29.0	94.0	72.0	3.0	4.0	6.0	13.0	72.0	115.0	119.0	50.0	5.0	8.0
K08973	543.0	746.0	141.0	393.0	686.0	351.0	743.0	560.0	626.0	604.0	762.0	167.0	568.0	80.0	290.0	1074.0	440.0	612.0	735.0	349.0	136.0	100.0	350.0	583.0	690.0
K08982	774.0	1014.0	2.0	26.0	923.0	225.0	1257.0	19.0	159.0	726.0	91.0	92.0	5.0	3.0	129.0	54.0	12.0	259.0	40.0	29.0	3.0	4.0	172.0	422.0	166.0
K08983	1.0	15.0	1.0	11.0		23.0		23.0	7.0	5.0	50.0		31.0		8.0	136.0	2.0	12.0	84.0	41.0	16.0	8.0	8.0	16.0	28.0
K08984	140.0	191.0	24.0	40.0	163.0	52.0	224.0	108.0	82.0	136.0	18.0	32.0	8.0	4.0	72.0	8.0	62.0	84.0	4.0	14.0	7.0	8.0	67.0	130.0	35.0
K08989	118.0	87.0	49.0	208.0	114.0	53.0		9.0	265.0	132.0	390.0	30.0	307.0	60.0	14.0	212.0	132.0	256.0	320.0	96.0		34.0	101.0	33.0	366.0
K08990	15.0	10.0	20.0	63.0	18.0	32.0	1.0	117.0	86.0	27.0	52.0	26.0	77.0	8.0	47.0	26.0	101.0	64.0	44.0	26.0	1.0	7.0	44.0	84.0	55.0
K08992	78.0	88.0	23.0	24.0	102.0	47.0	113.0	12.0	37.0	82.0	45.0	27.0	21.0	33.0	28.0	48.0	11.0	35.0	36.0	32.0	26.0	32.0	37.0	59.0	45.0
K08994	20.0	2.0	84.0	25.0	3.0	77.0		1.0		17.0	3.0	81.0	19.0	102.0	66.0		6.0	3.0	6.0	71.0	89.0	92.0	45.0	5.0	5.0
K08998	600.0	684.0	338.0	389.0	668.0	414.0	745.0	433.0	496.0	592.0	439.0	309.0	384.0	305.0	380.0	476.0	430.0	509.0	421.0	365.0	333.0	275.0	426.0	480.0	438.0
K08999	86.0	11.0	407.0	162.0	21.0	267.0	9.0	12.0	6.0	59.0	22.0	343.0	90.0	492.0	207.0	4.0	16.0	17.0	41.0	305.0	484.0	385.0	232.0	32.0	18.0
K09001	26.0	40.0	12.0	24.0	43.0	24.0	45.0	20.0	39.0	34.0	34.0	19.0	31.0	9.0	21.0	19.0	31.0	32.0	28.0	11.0	4.0	7.0	22.0	21.0	37.0
K09004	508.0	714.0		21.0	584.0	143.0	917.0	12.0	138.0	524.0	68.0	76.0	4.0	4.0	95.0	31.0	7.0	212.0	34.0	12.0		4.0	147.0	321.0	131.0
K09005	142.0	85.0	258.0	295.0	120.0	185.0	2.0	9.0	289.0	156.0	376.0	248.0	393.0	264.0	142.0	188.0	143.0	223.0	321.0	211.0	215.0	254.0	221.0	49.0	383.0
K09021	2.0	1.0	4.0	7.0	3.0	1.0			15.0	6.0	11.0	3.0	15.0	3.0		9.0	4.0	5.0	13.0	5.0		1.0	7.0		10.0
K09022	135.0	147.0	130.0	123.0	140.0	152.0	150.0	141.0	126.0	153.0	166.0	129.0	124.0	138.0	147.0	182.0	97.0	130.0	196.0	145.0	147.0	140.0	145.0	149.0	131.0
K09117	533.0	598.0	259.0	307.0	645.0	316.0	701.0	216.0	384.0	591.0	336.0	321.0	330.0	292.0	298.0	227.0	311.0	398.0	293.0	257.0	267.0	257.0	390.0	409.0	399.0
K09121	25.0	21.0	82.0	35.0	4.0	72.0		18.0	6.0	17.0	48.0	84.0	27.0	101.0	58.0	90.0	3.0	8.0	52.0	95.0	89.0	99.0	49.0	20.0	32.0
K09136	7.0	1.0	28.0	17.0	3.0	28.0			2.0	5.0	1.0	40.0	12.0	39.0	20.0				4.0	30.0	34.0	41.0	16.0	3.0	3.0
K09155	2.0	1.0	15.0	29.0	2.0	4.0		70.0	24.0	5.0		8.0	6.0		37.0		56.0	17.0	6.0	8.0		4.0	11.0	29.0	
K09158	305.0	390.0	87.0	243.0	382.0	146.0	343.0	259.0	381.0	322.0	327.0	84.0	279.0	60.0	144.0	170.0	336.0	341.0	269.0	112.0	8.0	27.0	178.0	284.0	338.0
K09159	7.0	3.0	5.0	18.0	9.0	8.0		22.0	20.0	2.0	21.0	6.0	21.0	4.0	11.0	11.0	13.0	30.0	14.0	7.0		3.0	13.0	13.0	31.0
K09160	770.0	928.0	183.0	342.0	971.0	273.0	1082.0	534.0	567.0	815.0	401.0	206.0	328.0	68.0	337.0	233.0	469.0	594.0	347.0	158.0	13.0	63.0	328.0	688.0	483.0
K09165	9.0	1.0	66.0	105.0	11.0	34.0		271.0	112.0	8.0	13.0	36.0	40.0	1.0	142.0	3.0	236.0	95.0	10.0	37.0	9.0	17.0	61.0	148.0	
K09190	17.0	8.0	5.0	28.0	22.0	10.0			47.0	26.0	55.0	4.0	48.0	12.0		26.0	14.0	36.0	48.0	15.0		5.0	22.0	5.0	70.0
K09457	9.0	3.0	19.0	14.0	1.0	36.0		11.0	3.0	3.0	29.0	18.0	11.0	30.0	25.0	59.0	1.0	4.0	38.0	36.0	30.0	36.0	20.0	3.0	20.0
K09700	540.0	628.0		17.0	633.0	139.0	848.0	11.0	133.0	536.0	57.0	76.0	2.0	4.0	94.0	34.0	11.0	194.0	30.0	24.0	1.0	2.0	135.0	256.0	102.0
K09705	241.0	100.0	446.0	398.0	146.0	315.0	7.0	30.0	411.0	211.0	437.0	368.0	463.0	499.0	282.0	252.0	207.0	313.0	400.0	363.0	449.0	439.0	333.0	79.0	529.0
K09707	11.0	8.0	4.0	20.0	6.0	2.0			25.0	10.0	32.0	1.0	33.0	4.0		21.0	16.0	18.0	22.0	12.0		3.0	6.0	5.0	40.0
K09710	672.0	747.0	334.0	433.0	742.0	419.0	852.0	422.0	566.0	768.0	501.0	329.0	479.0	270.0	385.0	542.0	452.0	563.0	504.0	344.0	295.0	260.0	415.0	596.0	545.0
K09747	1015.0	1208.0	465.0	581.0	1173.0	613.0	1359.0	665.0	746.0	1051.0	833.0	484.0	651.0	443.0	570.0	926.0	665.0	867.0	757.0	505.0	404.0	423.0	671.0	836.0	813.0
K09748	1161.0	1279.0	322.0	618.0	1287.0	535.0	1534.0	659.0	842.0	1162.0	862.0	441.0	675.0	289.0	545.0	742.0	708.0	833.0	731.0	422.0	234.0	288.0	617.0	898.0	864.0
K09760	485.0	575.0	73.0	248.0	552.0	150.0	644.0	187.0	406.0	483.0	375.0	105.0	318.0	66.0	139.0	206.0	252.0	358.0	294.0	111.0	6.0	43.0	241.0	369.0	418.0
K09761	260.0	282.0	95.0	160.0	304.0	156.0	353.0	164.0	220.0	300.0	179.0	107.0	157.0	101.0	144.0	128.0	184.0	224.0	132.0	109.0	62.0	92.0	167.0	225.0	216.0
